account,date,dunk_line,punch,target,source,views,video_id
democrats,20260416,was anyone gonna tell pete this wasn't a real bible verse 💀,up (powerful figure),Pete Hegseth,overlay,1700000,7629386565575249165
democrats,20260416,peek-a-boo,up (powerful figure),Donald Trump,caption,12500000,7629416411542129933
democrats,20260416,I had the dates wrong...all this time.,up (powerful figure),Donald Trump,sound,12500000,7629416411542129933
democrats,20260416,Diddy come on out!,up (powerful figure),Donald Trump,sound,12500000,7629416411542129933
democrats,20260417,Why is this Trump cabinet member talking about sucking off 😬,up (powerful figure),Howard Lutnick,overlay,225300,7629750053208444174
democrats,20260417,hello???,up (powerful figure),Howard Lutnick,caption,225300,7629750053208444174
democrats,20260417,The worst thing I learned when I went into government is the sucking sound of how many people try to suck off of the U.S. government.,up (powerful figure),Howard Lutnick,speech,225300,7629750053208444174
democrats,20260417,he’s old as fart,up (powerful figure),Donald Trump,caption,475400,7629813150950493454
democrats,20260417,79 years,up (powerful figure),Donald Trump,overlay,475400,7629813150950493454
democrats,20260420,"That's a wide stance, my guy.",up (powerful figure),Donald Trump,sound,681800,7630846149515087117
democrats,20260421,trump trivia,up (powerful figure),Donald Trump,caption,45300000,7631300294206360845
democrats,20260421,i love women journalists,up (powerful figure),Donald Trump,overlay,45300000,7631300294206360845
democrats,20260421,i'll release all the epstein files,up (powerful figure),Donald Trump,overlay,45300000,7631300294206360845
democrats,20260421,"quiet, piggy",up (powerful figure),Donald Trump,overlay,45300000,7631300294206360845
democrats,20260421,powerful if you think about it,up (powerful figure),Donald Trump,caption,534300,7631329250418691341
democrats,20260421,"Sunshine, lollipops and rainbows, everything that's wonderful is what I feel when we're together",up (powerful figure),Donald Trump,sound,534300,7631329250418691341
democrats,20260422,breathing like a dog,up (powerful figure),Robert F. Kennedy Jr.,caption,1000000,7631627976345505038
democrats,20260422,nothing can prepare you for rfk jr's breathing in this clip 😭,up (powerful figure),Robert F. Kennedy Jr.,overlay,1000000,7631627976345505038
democrats,20260422,HOLD THIS L MAGA,up (powerful figure),MAGA,overlay,771800,7631678097808493838
democrats,20260423,drinking buddies!,up (powerful figure),Kash Patel and Pete Hegseth,caption,315200,7632030551234317581
democrats,20260423,kash patel and pete hegseth subplot,up (powerful figure),Kash Patel and Pete Hegseth,overlay,315200,7632030551234317581
democrats,20260423,"Here, two shots of vodka.",up (powerful figure),Kash Patel and Pete Hegseth,sound,315200,7632030551234317581
democrats,20260424,he was so happy to be a mess,up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,IS SHE TALKING ABOUT ME?,up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,"What's going on with my ""boys"" and, in some cases, ""gals?""",up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,"Young Kin (now that's an interesting take. Sounds Chinese, doesn't it?)",up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,"Open the Fuckin' Strait, you crazy bastards",up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,"I HAD TO FLY TO A FILTHY, DIRTY, FALLING APART D.C., TODAY, & THAT I WAS THEN ARRESTED BY MY POLITICAL OPPONENT",up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,YOU CAN'T COMPROMISE ON SANITY AND COMMON SENSE,up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260424,quiet piggy,up (powerful figure),Donald Trump,overlay,265200,7632428464586427661
democrats,20260427,don’t sleep on her,up (powerful figure),Political opponents,caption,155700,7633494732756241677
democrats,20260427,because that's what legends do,up (powerful figure),Political opponents,overlay,155700,7633494732756241677
democrats,20260427,It may not mean nothing to y'all,up (powerful figure),Critics / opponents,sound,155700,7633494732756241677
democrats,20260427,"Trump's new immigration judge calls women a “warm, wet hole.”",up (powerful figure),Donald Trump; unnamed immigration judge,overlay,440100,7633537950147431693
democrats,20260427,"good, solid, valuable women who are major assets to men",up (powerful figure),unnamed immigration judge; unnamed female Trump supporter,speech,440100,7633537950147431693
democrats,20260427,"a warm, wet hole",up (powerful figure),unnamed immigration judge; unnamed female Trump supporter,speech,440100,7633537950147431693
democrats,20260428,senile,up (powerful figure),Donald Trump,caption,206100,7633899393447365902
democrats,20260429,always snoozing,up (powerful figure),Donald Trump,caption,646200,7634238648321363214
democrats,20260429,trump whenever the American people ask for help affording gas and groceries,up (powerful figure),Donald Trump,overlay,646200,7634238648321363214
democrats,20260501,what life will feel like once he's out of office,up (powerful figure),Donald Trump,overlay,1400000,7635007464324336910
democrats,20260501,someone turn off the mic 😭,up (powerful figure),Donald Trump,caption,357200,7635030706372037901
democrats,20260501,trump crashes tf out about his mic volume,up (powerful figure),Donald Trump,overlay,357200,7635030706372037901
democrats,20260501,SCREAMING MY ASS OFF BECAUSE THE F- MIC IS NO GOOD.,up (powerful figure),Donald Trump,overlay,357200,7635030706372037901
democrats,20260504,so cute ❤️,up (powerful figure),Donald Trump and Melania Trump's relationship,caption,3300000,7636051340166237453
democrats,20260504,"cause when i'm with him, i am thinking of you 🥰",up (powerful figure),Donald Trump and Melania Trump's relationship,overlay,3300000,7636051340166237453
democrats,20260504,spot the difference....,up (powerful figure),Donald Trump,overlay,985600,7636059685249993998
democrats,20260504,...you can't,up (powerful figure),Donald Trump,overlay,985600,7636059685249993998
democrats,20260504,his dan btw ❤️,up (powerful figure),Donald Trump,overlay,688400,7636139135991958798
democrats,20260504,I'm with my best friend Nan now,up (powerful figure),Donald Trump,sound,688400,7636139135991958798
democrats,20260504,trump when people ask for healthcare,up (powerful figure),Donald Trump,overlay,719200,7636151499847912717
democrats,20260504,trump when it's time to bomb a school,up (powerful figure),Donald Trump,overlay,719200,7636151499847912717
democrats,20260505,fits right in 😍,up (powerful figure),Donald Trump,overlay,655100,7636435703932505357
democrats,20260505,trumps fault btw,up (powerful figure),Donald Trump,caption,194300,7636446455665904910
democrats,20260505,baby there's no plane,up (powerful figure),Donald Trump,sound,194300,7636446455665904910
democrats,20260505,now trump wants to rid them from our grasslands.,up (powerful figure),Donald Trump,overlay,1100000,7636471251443125517
democrats,20260505,fatty alert,up (powerful figure),Donald Trump,caption,3700000,7636512852118916366
democrats,20260505,“I work out one minute a day max.”,up (powerful figure),Donald Trump,overlay,3700000,7636512852118916366
democrats,20260505,Yeah we can tell 💀,up (powerful figure),Donald Trump,overlay,3700000,7636512852118916366
democrats,20260505,"I work out so much, like about one minute a day max.",up (powerful figure),Donald Trump,speech,3700000,7636512852118916366
democrats,20260506,no one wants to see all that,up (powerful figure),Donald Trump,caption,212700,7636812489178598670
democrats,20260506,dawg what is he doing 😭,up (powerful figure),Donald Trump,overlay,212700,7636812489178598670
democrats,20260506,what is he taking about?,up (powerful figure),Pete Hegseth,caption,527000,7636865137181232397
democrats,20260506,What would you say you do here?,up (powerful figure),Pete Hegseth,sound,527000,7636865137181232397
democrats,20260506,"Ooh, yeah.",up (powerful figure),Pete Hegseth,sound,527000,7636865137181232397
democrats,20260506,so bad Americans believe in ghosts more than Trump 😂,up (powerful figure),Donald Trump,overlay,1000000,7636897782045035789
democrats,20260507,get him off the road,up (powerful figure),Donald Trump,caption,597200,7637190006167129358
democrats,20260507,what is he doing 😭😭,up (powerful figure),Donald Trump,overlay,597200,7637190006167129358
democrats,20260507,chat we’re cooked,up (powerful figure),Robert F. Kennedy Jr.,caption,389300,7637229400378952974
democrats,20260507,hantavirus spreading and we got HIM on the job?,up (powerful figure),Robert F. Kennedy Jr.,overlay,389300,7637229400378952974
democrats,20260507,Bye-bye.,up (powerful figure),Robert F. Kennedy Jr.,sound,389300,7637229400378952974
democrats,20260507,Trump gearing up to destroy the people's house for his $400M ballroom,up (powerful figure),Donald Trump,overlay,1400000,7637235280960818446
democrats,20260508,whatever you say man,up (powerful figure),Donald Trump,caption,449800,7637567975020563726
democrats,20260508,I HATE TAYLOR SWIFT!,up (powerful figure),Donald Trump,overlay,449800,7637567975020563726
democrats,20260508,The supreme court (will be using lower case letters for a while based on a complete lack of respect!),up (powerful figure),Donald Trump,overlay,449800,7637567975020563726
democrats,20260508,Crooked Hillary,up (powerful figure),Hillary Clinton,overlay,449800,7637567975020563726
democrats,20260508,the Losers and Criminals of the Biden Administration,lateral (institution),Biden administration,overlay,449800,7637567975020563726
democrats,20260508,"Sorry folks, I'm just not a fan of sharks - and don't worry, they will be around long after we are gone.",up (powerful figure),Donald Trump,overlay,449800,7637567975020563726
democrats,20260508,This Tweet violated the Twitter Rules about glorifying violence.,up (powerful figure),Donald Trump,overlay,449800,7637567975020563726
democrats,20260508,I'm irritated as fuck.,up (powerful figure),Donald Trump,sound,449800,7637567975020563726
democrats,20260508,"Bitch, stay out of my business.",up (powerful figure),Donald Trump,sound,449800,7637567975020563726
democrats,20260508,the winner takes it... all.,up (powerful figure),Donald Trump,overlay,7200000,7637585522679991565
democrats,20260508,@realDonaldTrump is in the Epstein files.,up (powerful figure),Donald Trump,overlay,7200000,7637585522679991565
democrats,20260508,"Have a nice day, DJT!",up (powerful figure),Donald Trump,overlay,7200000,7637585522679991565
democrats,20260511,ew,up (powerful figure),Robert F. Kennedy Jr.,caption,259900,7638703926480538894
democrats,20260511,why is rfk talking about teenagers' sperm count 😬,up (powerful figure),Robert F. Kennedy Jr.,overlay,259900,7638703926480538894
democrats,20260512,average day in the trump white house,up (powerful figure),Donald Trump,overlay,274200,7639028702294150413
democrats,20260512,Would you like to burn an Epstein file?,up (powerful figure),Donald Trump,overlay,274200,7639028702294150413
democrats,20260512,There are 31242309 Epstein files remaining.,up (powerful figure),Donald Trump,overlay,274200,7639028702294150413
democrats,20260512,i was your starry eyed lover,up (powerful figure),Donald Trump,overlay,320100,7639083596531174670
democrats,20260512,and the one that you saw.,up (powerful figure),Donald Trump,overlay,320100,7639083596531174670
democrats,20260513,no thanks ❤️,up (powerful figure),Donald Trump,overlay,511700,7639184313489247502
